0.000000000000000000e+00 1.353352832366127023e-01
2.000400080016003206e-03 1.356062110772891793e-01
4.000800160032006413e-03 1.358775453567038494e-01
6.001200240048009185e-03 1.361492863446708557e-01
8.001600320064012825e-03 1.364214343103222205e-01
1.000200040008001647e-02 1.366939895221054857e-01
1.200240048009601837e-02 1.369669522477811874e-01
1.400280056011202201e-02 1.372403227544204130e-01
1.600320064012802565e-02 1.375141013084024144e-01
1.800360072014402929e-02 1.377882881754121103e-01
2.000400080016003293e-02 1.380628836204376431e-01
2.200440088017603657e-02 1.383378879077678536e-01
2.400480096019203674e-02 1.386133013009900605e-01
2.600520104020804038e-02 1.388891240629872847e-01
2.800560112022404402e-02 1.391653564559361400e-01
3.000600120024004766e-02 1.394419987413040574e-01
3.200640128025605130e-02 1.397190511798470092e-01
3.400680136027205147e-02 1.399965140316070666e-01
3.600720144028805858e-02 1.402743875559098186e-01
3.800760152030405875e-02 1.405526720113620121e-01
4.000800160032006586e-02 1.408313676558489713e-01
4.200840168033606603e-02 1.411104747465324050e-01
4.400880176035207314e-02 1.413899935398475471e-01
4.600920184036807331e-02 1.416699242915010204e-01
4.800960192038407348e-02 1.419502672564681156e-01
5.001000200040008059e-02 1.422310226889906548e-01
5.201040208041608076e-02 1.425121908425741601e-01
5.401080216043208787e-02 1.427937719699855779e-01
5.601120224044808804e-02 1.430757663232506971e-01
5.801160232046409515e-02 1.433581741536519294e-01
6.001200240048009532e-02 1.436409957117254499e-01
6.201240248049610243e-02 1.439242312472590324e-01
6.401280256051210260e-02 1.442078810092894681e-01
6.601320264052810971e-02 1.444919452460999842e-01
6.801360272054410294e-02 1.447764242052179962e-01
7.001400280056011005e-02 1.450613181334123591e-01
7.201440288057611716e-02 1.453466272766911205e-01
7.401480296059212427e-02 1.456323518802988826e-01
7.601520304060811750e-02 1.459184921887143604e-01
7.801560312062412461e-02 1.462050484456479671e-01
8.001600320064013172e-02 1.464920208940392043e-01
8.201640328065612495e-02 1.467794097760542760e-01
8.401680336067213206e-02 1.470672153330835896e-01
8.601720344068813917e-02 1.473554378057391478e-01
8.801760352070414628e-02 1.476440774338522721e-01
9.001800360072013951e-02 1.479331344564709105e-01
9.201840368073614662e-02 1.482226091118572509e-01
9.401880376075215373e-02 1.485125016374852225e-01
9.601920384076814696e-02 1.488028122700379152e-01
9.801960392078415407e-02 1.490935412454053033e-01
1.000200040008001612e-01 1.493846887986814420e-01
1.020204040808161683e-01 1.496762551641622196e-01
1.040208041608321615e-01 1.499682405753427483e-01
1.060212042408481686e-01 1.502606452649148383e-01
1.080216043208641757e-01 1.505534694647646665e-01
1.100220044008801829e-01 1.508467134059700843e-01
1.120224044808961761e-01 1.511403773187981470e-01
1.140228045609121832e-01 1.514344614327027827e-01
1.160232046409281903e-01 1.517289659763220167e-01
1.180236047209441835e-01 1.520238911774756674e-01
1.200240048009601906e-01 1.523192372631629599e-01
1.220244048809761978e-01 1.526150044595596389e-01
1.240248049609922049e-01 1.529111929920156931e-01
1.260252050410081981e-01 1.532078030850529682e-01
1.280256051210242052e-01 1.535048349623623909e-01
1.300260052010402123e-01 1.538022888468016380e-01
1.320264052810562194e-01 1.541001649603926382e-01
1.340268053610722265e-01 1.543984635243189352e-01
1.360272054410882059e-01 1.546971847589233284e-01
1.380276055211042130e-01 1.549963288837052089e-01
1.400280056011202201e-01 1.552958961173181995e-01
1.420284056811362272e-01 1.555958866775675187e-01
1.440288057611522343e-01 1.558963007814075652e-01
1.460292058411682414e-01 1.561971386449393095e-01
1.480296059211842485e-01 1.564984004834078790e-01
1.500300060012002279e-01 1.568000865111999764e-01
1.520304060812162350e-01 1.571021969418414377e-01
1.540308061612322421e-01 1.574047319879945395e-01
1.560312062412482492e-01 1.577076918614557788e-01
1.580316063212642563e-01 1.580110767731530419e-01
1.600320064012802634e-01 1.583148869331433284e-01
1.620324064812962706e-01 1.586191225506100588e-01
1.640328065613122499e-01 1.589237838338607989e-01
1.660332066413282570e-01 1.592288709903243449e-01
1.680336067213442641e-01 1.595343842265486700e-01
1.700340068013602712e-01 1.598403237481980377e-01
1.720344068813762783e-01 1.601466897600506978e-01
1.740348069613922855e-01 1.604534824659961945e-01
