0.000000000000000000e+00 6.616847550807034017e-02
2.004008016032064049e-02 1.907568652657658514e-01
4.008016032064128098e-02 1.049428423054862697e-01
6.012024048096192147e-02 3.582460017010753728e-02
8.016032064128256196e-02 1.346366102420541444e-01
1.002004008016031955e-01 2.859640945864668771e-01
1.202404809619238429e-01 1.325513434460924567e-01
1.402805611222444904e-01 3.786237052184857621e-01
1.603206412825651239e-01 1.185352076877394523e-01
1.803607214428857575e-01 2.487542159956024068e-01
2.004008016032063910e-01 6.741937296882326291e-02
2.204408817635270523e-01 2.500245837273874505e-01
2.404809619238476859e-01 3.673759953753832908e-01
2.605210420841683194e-01 2.475396173742979433e-01
2.805611222444889807e-01 2.505607929835388381e-01
3.006012024048095865e-01 2.981431180763067790e-01
3.206412825651302478e-01 2.393235991930906803e-01
3.406813627254509091e-01 3.725621052978888015e-01
3.607214428857715149e-01 2.505108718222721076e-01
3.807615230460921762e-01 3.405637954594044614e-01
4.008016032064127820e-01 1.809315735400081060e-01
4.208416833667334433e-01 2.080342452112798057e-01
4.408817635270541047e-01 2.145030539908392153e-01
4.609218436873747105e-01 1.897012145443774389e-02
4.809619238476953718e-01 1.624005835679150633e-01
5.010020040080159776e-01 2.642399942909141042e-01
5.210420841683366389e-01 1.933243960190482169e-01
5.410821643286573002e-01 2.299607602520466476e-01
5.611222444889779615e-01 2.766842485161539189e-01
5.811623246492986228e-01 2.433791305316709008e-01
6.012024048096191731e-01 2.636234818102383692e-01
6.212424849699398344e-01 2.925508567809876892e-01
6.412825651302604957e-01 2.887895163818958721e-01
6.613226452905811570e-01 3.484105675838053973e-01
6.813627254509018183e-01 1.179050998519453330e-01
7.014028056112223686e-01 3.992026368502804012e-01
7.214428857715430299e-01 2.441825237198095300e-01
7.414829659318636912e-01 -4.591707948913392734e-03
7.615230460921843525e-01 2.387207531884412148e-01
7.815631262525050138e-01 4.868494590748820849e-01
8.016032064128255641e-01 1.645940015462493689e-01
8.216432865731462254e-01 3.886864057371012260e-01
8.416833667334668867e-01 3.396709524463218388e-01
8.617234468937875480e-01 3.854946810729859008e-01
8.817635270541082093e-01 3.181918553651649773e-01
9.018036072144288706e-01 2.763525156851396325e-01
9.218436873747494209e-01 1.387329933607444610e-01
9.418837675350700822e-01 3.385177710297496700e-01
9.619238476953907435e-01 3.477102473170446961e-01
9.819639278557114048e-01 3.913602387627866386e-01
1.002004008016031955e+00 5.035104331077424611e-01
1.022044088176352616e+00 3.105250949500794611e-01
1.042084168336673278e+00 2.042242935456745068e-01
1.062124248496993939e+00 4.133398721879406046e-01
1.082164328657314600e+00 5.304705763952948239e-01
1.102204408817635262e+00 2.018149376752265411e-01
1.122244488977955923e+00 2.341726575589377635e-01
1.142284569138276584e+00 3.113934858059891342e-01
1.162324649298597246e+00 4.569915730277519517e-01
1.182364729458917685e+00 3.178682465355926468e-01
1.202404809619238346e+00 4.454898015668926625e-01
1.222444889779559007e+00 3.456250282542968622e-01
1.242484969939879669e+00 3.135513943487017174e-01
1.262525050100200330e+00 3.324844373279967069e-01
1.282565130260520991e+00 3.140700792083057080e-01
1.302605210420841653e+00 4.020399032618873214e-01
1.322645290581162314e+00 4.825569410151026029e-01
1.342685370741482975e+00 3.920599484417991443e-01
1.362725450901803637e+00 3.239036456298018951e-01
1.382765531062124298e+00 5.232090581080758307e-01
1.402805611222444737e+00 3.159119387922872946e-01
1.422845691382765398e+00 5.563526372420554145e-01
1.442885771543086060e+00 4.233489429985929919e-01
1.462925851703406721e+00 6.781893068768478638e-01
1.482965931863727382e+00 3.915973098731830304e-01
1.503006012024048044e+00 4.935998841776744195e-01
1.523046092184368705e+00 4.674541327529992407e-01
1.543086172344689366e+00 4.533672166885260868e-01
1.563126252505010028e+00 5.270668874939264947e-01
1.583166332665330689e+00 4.550298538204924359e-01
1.603206412825651128e+00 6.176476321941356540e-01
1.623246492985971789e+00 3.969032763009859299e-01
1.643286573146292451e+00 4.287047178922255286e-01
1.663326653306613112e+00 3.969346761744623198e-01
1.683366733466933773e+00 5.188176002702743483e-01
1.703406813627254435e+00 4.121161127340144947e-01
1.723446893787575096e+00 6.046102620328818178e-01
1.743486973947895757e+00 4.663940165594153142e-01
1.763527054108216419e+00 4.895889500788903614e-01
1.783567134268537080e+00 6.813483141435018320e-01
1.803607214428857741e+00 4.422991870860598085e-01
1.823647294589178181e+00 4.972172758518754732e-01
1.843687374749498842e+00 5.184080535006956314e-01
1.863727454909819503e+00 5.999994478785873886e-01
1.883767535070140164e+00 4.538572614594521548e-01
1.903807615230460826e+00 5.135031261783434831e-01
1.923847695390781487e+00 7.929366375035620251e-01
1.943887775551102148e+00 6.013721846954895867e-01
1.963927855711422810e+00 4.964543921463877574e-01
1.983967935871743471e+00 5.721907496543479077e-01
2.004008016032063910e+00 5.659110493214477566e-01
2.024048096192384794e+00 7.036115568909739881e-01
2.044088176352705233e+00 5.737047438844239400e-01
2.064128256513026116e+00 4.999913406406245597e-01
2.084168336673346555e+00 4.713989486588483491e-01
2.104208416833667439e+00 6.755142902640194347e-01
2.124248496993987878e+00 5.135867314052204868e-01
2.144288577154308317e+00 6.869991898176337486e-01
2.164328657314629201e+00 6.660410296742289571e-01
2.184368737474949640e+00 8.450532192513321439e-01
2.204408817635270523e+00 8.670558667073503534e-01
2.224448897795590963e+00 7.534436834061346566e-01
2.244488977955911846e+00 7.007188786257405599e-01
2.264529058116232285e+00 3.880832741734515645e-01
2.284569138276553169e+00 6.380655212532110321e-01
2.304609218436873608e+00 7.792233927324171416e-01
2.324649298597194491e+00 7.800367951596317573e-01
2.344689378757514930e+00 7.206301380062115625e-01
2.364729458917835370e+00 5.998728537966386831e-01
2.384769539078156253e+00 9.639945545136885396e-01
2.404809619238476692e+00 6.257173578819242854e-01
2.424849699398797576e+00 6.943342569443400336e-01
2.444889779559118015e+00 6.825786922685528335e-01
2.464929859719438898e+00 8.407468176756676126e-01
2.484969939879759337e+00 8.516620010171451760e-01
2.505010020040080221e+00 8.164732172885538208e-01
2.525050100200400660e+00 6.834583804051007627e-01
2.545090180360721543e+00 7.200384603711397213e-01
2.565130260521041983e+00 7.552703378690580616e-01
2.585170340681362422e+00 7.657486445274868103e-01
2.605210420841683305e+00 7.705275231506417688e-01
2.625250501002003745e+00 7.382103142961002895e-01
2.645290581162324628e+00 8.251357420357458006e-01
2.665330661322645067e+00 9.783980723693286308e-01
2.685370741482965951e+00 8.780442547358746630e-01
2.705410821643286390e+00 7.684808322249300216e-01
2.725450901803607273e+00 8.371025884749894175e-01
2.745490981963927712e+00 7.953608181095842555e-01
2.765531062124248596e+00 8.634701211767128459e-01
2.785571142284569035e+00 7.372898020341559500e-01
2.805611222444889474e+00 8.562447535072945648e-01
2.825651302605210358e+00 9.340154502684381299e-01
2.845691382765530797e+00 7.631310577675133322e-01
2.865731462925851680e+00 8.960996358135455697e-01
2.885771543086172120e+00 8.427698782807855338e-01
2.905811623246493003e+00 6.949661208177748684e-01
2.925851703406813442e+00 8.315449740747770102e-01
2.945891783567134325e+00 7.831029730731129401e-01
2.965931863727454765e+00 8.675318567032230810e-01
